"Year","Month","sex","race","obitos","age_x"
2015,7,"Female","All_races",622,30
2016,7,"Female","All_races",639,30
2017,7,"Female","All_races",664,30
2018,7,"Female","All_races",604,30
2019,7,"Female","All_races",583,30
2020,7,"Female","All_races",687,30
2010,8,"Female","All_races",603,30
2011,8,"Female","All_races",560,30
2012,8,"Female","All_races",650,30
2013,8,"Female","All_races",638,30
2014,8,"Female","All_races",612,30
2015,8,"Female","All_races",653,30
2016,8,"Female","All_races",618,30
2017,8,"Female","All_races",594,30
2018,8,"Female","All_races",562,30
2019,8,"Female","All_races",618,30
2020,8,"Female","All_races",641,30
2010,9,"Female","All_races",617,30
2011,9,"Female","All_races",629,30
2012,9,"Female","All_races",608,30
2013,9,"Female","All_races",674,30
2014,9,"Female","All_races",623,30
2015,9,"Female","All_races",570,30
2016,9,"Female","All_races",549,30
2017,9,"Female","All_races",582,30
2018,9,"Female","All_races",602,30
2019,9,"Female","All_races",597,30
2020,9,"Female","All_races",611,30
2010,10,"Female","All_races",615,30
2011,10,"Female","All_races",573,30
2012,10,"Female","All_races",680,30
2013,10,"Female","All_races",617,30
2014,10,"Female","All_races",653,30
2015,10,"Female","All_races",612,30
2016,10,"Female","All_races",645,30
2017,10,"Female","All_races",622,30
2018,10,"Female","All_races",592,30
2019,10,"Female","All_races",540,30
2020,10,"Female","All_races",659,30
2010,11,"Female","All_races",603,30
2011,11,"Female","All_races",599,30
2012,11,"Female","All_races",610,30
2013,11,"Female","All_races",607,30
2014,11,"Female","All_races",579,30
2015,11,"Female","All_races",565,30
2016,11,"Female","All_races",616,30
2017,11,"Female","All_races",586,30
2018,11,"Female","All_races",515,30
2019,11,"Female","All_races",595,30
2020,11,"Female","All_races",679,30
2010,12,"Female","All_races",671,30
2011,12,"Female","All_races",656,30
2012,12,"Female","All_races",652,30
2013,12,"Female","All_races",611,30
2014,12,"Female","All_races",662,30
2015,12,"Female","All_races",636,30
2016,12,"Female","All_races",612,30
2017,12,"Female","All_races",594,30
2018,12,"Female","All_races",585,30
2019,12,"Female","All_races",551,30
2020,12,"Female","All_races",757,30
2011,1,"Female","All_races",845,35
2012,1,"Female","All_races",752,35
2013,1,"Female","All_races",846,35
2014,1,"Female","All_races",805,35
2015,1,"Female","All_races",875,35
2016,1,"Female","All_races",901,35
2017,1,"Female","All_races",889,35
2018,1,"Female","All_races",835,35
2019,1,"Female","All_races",858,35
2020,1,"Female","All_races",859,35
2011,2,"Female","All_races",705,35
2012,2,"Female","All_races",685,35
2013,2,"Female","All_races",726,35
2014,2,"Female","All_races",764,35
2015,2,"Female","All_races",749,35
2016,2,"Female","All_races",785,35
2017,2,"Female","All_races",831,35
2018,2,"Female","All_races",749,35
2019,2,"Female","All_races",767,35
2020,2,"Female","All_races",799,35
2011,3,"Female","All_races",769,35
2012,3,"Female","All_races",819,35
2013,3,"Female","All_races",791,35
2014,3,"Female","All_races",864,35
2015,3,"Female","All_races",914,35
2016,3,"Female","All_races",884,35
2017,3,"Female","All_races",872,35
2018,3,"Female","All_races",903,35
2019,3,"Female","All_races",906,35
2020,3,"Female","All_races",918,35
2011,4,"Female","All_races",703,35
2012,4,"Female","All_races",778,35
2013,4,"Female","All_races",833,35
2014,4,"Female","All_races",821,35
2015,4,"Female","All_races",815,35
2016,4,"Female","All_races",912,35
2017,4,"Female","All_races",854,35
2018,4,"Female","All_races",810,35
2019,4,"Female","All_races",880,35
2020,4,"Female","All_races",974,35
2011,5,"Female","All_races",789,35
2012,5,"Female","All_races",765,35
2013,5,"Female","All_races",841,35
2014,5,"Female","All_races",841,35
2015,5,"Female","All_races",934,35
2016,5,"Female","All_races",951,35
2017,5,"Female","All_races",823,35
2018,5,"Female","All_races",890,35
2019,5,"Female","All_races",909,35
2020,5,"Female","All_races",1142,35
2011,6,"Female","All_races",702,35
2012,6,"Female","All_races",761,35
2013,6,"Female","All_races",802,35
2014,6,"Female","All_races",804,35
2015,6,"Female","All_races",836,35
2016,6,"Female","All_races",843,35
2017,6,"Female","All_races",828,35
2018,6,"Female","All_races",850,35
2019,6,"Female","All_races",855,35
2020,6,"Female","All_races",1062,35
2011,7,"Female","All_races",757,35
2012,7,"Female","All_races",795,35
2013,7,"Female","All_races",784,35
2014,7,"Female","All_races",821,35
2015,7,"Female","All_races",860,35
2016,7,"Female","All_races",900,35
2017,7,"Female","All_races",900,35
2018,7,"Female","All_races",857,35
2019,7,"Female","All_races",907,35
2020,7,"Female","All_races",1136,35
2010,8,"Female","All_races",785,35
2011,8,"Female","All_races",743,35
2012,8,"Female","All_races",774,35
2013,8,"Female","All_races",784,35
2014,8,"Female","All_races",791,35
2015,8,"Female","All_races",790,35
2016,8,"Female","All_races",877,35
2017,8,"Female","All_races",866,35
2018,8,"Female","All_races",827,35
2019,8,"Female","All_races",851,35
2020,8,"Female","All_races",1059,35
2010,9,"Female","All_races",747,35
2011,9,"Female","All_races",703,35
2012,9,"Female","All_races",707,35
2013,9,"Female","All_races",723,35
2014,9,"Female","All_races",774,35
2015,9,"Female","All_races",741,35
2016,9,"Female","All_races",785,35
2017,9,"Female","All_races",801,35
2018,9,"Female","All_races",834,35
2019,9,"Female","All_races",803,35
2020,9,"Female","All_races",949,35
2010,10,"Female","All_races",708,35
2011,10,"Female","All_races",738,35
2012,10,"Female","All_races",797,35
2013,10,"Female","All_races",738,35
2014,10,"Female","All_races",815,35
2015,10,"Female","All_races",810,35
2016,10,"Female","All_races",820,35
2017,10,"Female","All_races",860,35
2018,10,"Female","All_races",841,35
2019,10,"Female","All_races",834,35
2020,10,"Female","All_races",929,35
2010,11,"Female","All_races",735,35
2011,11,"Female","All_races",733,35
2012,11,"Female","All_races",775,35
2013,11,"Female","All_races",702,35
2014,11,"Female","All_races",767,35
2015,11,"Female","All_races",817,35
2016,11,"Female","All_races",840,35
2017,11,"Female","All_races",819,35
2018,11,"Female","All_races",771,35
2019,11,"Female","All_races",745,35
2020,11,"Female","All_races",913,35
2010,12,"Female","All_races",714,35
2011,12,"Female","All_races",750,35
2012,12,"Female","All_races",873,35
2013,12,"Female","All_races",783,35
2014,12,"Female","All_races",846,35
2015,12,"Female","All_races",840,35
2016,12,"Female","All_races",903,35
2017,12,"Female","All_races",845,35
2018,12,"Female","All_races",854,35
2019,12,"Female","All_races",813,35
2020,12,"Female","All_races",1081,35
2011,1,"Female","All_races",1176,40
2012,1,"Female","All_races",1104,40
2013,1,"Female","All_races",1114,40
2014,1,"Female","All_races",1065,40
2015,1,"Female","All_races",1087,40
2016,1,"Female","All_races",1077,40
2017,1,"Female","All_races",1169,40
2018,1,"Female","All_races",1048,40
2019,1,"Female","All_races",1040,40
2020,1,"Female","All_races",1169,40
2011,2,"Female","All_races",996,40
2012,2,"Female","All_races",1021,40
2013,2,"Female","All_races",1004,40
2014,2,"Female","All_races",928,40
2015,2,"Female","All_races",951,40
2016,2,"Female","All_races",1027,40
2017,2,"Female","All_races",967,40
2018,2,"Female","All_races",955,40
2019,2,"Female","All_races",1011,40
2020,2,"Female","All_races",1124,40
2011,3,"Female","All_races",1088,40
2012,3,"Female","All_races",1081,40
2013,3,"Female","All_races",1065,40
2014,3,"Female","All_races",1063,40
2015,3,"Female","All_races",1066,40
2016,3,"Female","All_races",1197,40
2017,3,"Female","All_races",1040,40
2018,3,"Female","All_races",1109,40
2019,3,"Female","All_races",1148,40
2020,3,"Female","All_races",1228,40
2011,4,"Female","All_races",988,40
2012,4,"Female","All_races",1048,40
2013,4,"Female","All_races",1045,40
2014,4,"Female","All_races",981,40
2015,4,"Female","All_races",1049,40
2016,4,"Female","All_races",1205,40
2017,4,"Female","All_races",1065,40
2018,4,"Female","All_races",1112,40
2019,4,"Female","All_races",1164,40
2020,4,"Female","All_races",1334,40
2011,5,"Female","All_races",1121,40
2012,5,"Female","All_races",1073,40
2013,5,"Female","All_races",1096,40
2014,5,"Female","All_races",1108,40
2015,5,"Female","All_races",1109,40
2016,5,"Female","All_races",1160,40
2017,5,"Female","All_races",1107,40
2018,5,"Female","All_races",1176,40
2019,5,"Female","All_races",1164,40
2020,5,"Female","All_races",1572,40
2011,6,"Female","All_races",1019,40
2012,6,"Female","All_races",1052,40
2013,6,"Female","All_races",1099,40
2014,6,"Female","All_races",1069,40
2015,6,"Female","All_races",1050,40
2016,6,"Female","All_races",1099,40
2017,6,"Female","All_races",1054,40
2018,6,"Female","All_races",1085,40
2019,6,"Female","All_races",1206,40
2020,6,"Female","All_races",1412,40
2011,7,"Female","All_races",1072,40
2012,7,"Female","All_races",1114,40
2013,7,"Female","All_races",1085,40
2014,7,"Female","All_races",1027,40
2015,7,"Female","All_races",1081,40
2016,7,"Female","All_races",1120,40
2017,7,"Female","All_races",1137,40
2018,7,"Female","All_races",1168,40
2019,7,"Female","All_races",1128,40
2020,7,"Female","All_races",1432,40
2010,8,"Female","All_races",1081,40
2011,8,"Female","All_races",1085,40
2012,8,"Female","All_races",1011,40
2013,8,"Female","All_races",1090,40
2014,8,"Female","All_races",1070,40
2015,8,"Female","All_races",1068,40
2016,8,"Female","All_races",1059,40
2017,8,"Female","All_races",1061,40
2018,8,"Female","All_races",1078,40
2019,8,"Female","All_races",1089,40
2020,8,"Female","All_races",1366,40
2010,9,"Female","All_races",993,40
2011,9,"Female","All_races",1018,40
2012,9,"Female","All_races",1082,40
2013,9,"Female","All_races",1043,40
2014,9,"Female","All_races",1022,40
2015,9,"Female","All_races",1040,40
2016,9,"Female","All_races",1057,40
2017,9,"Female","All_races",985,40
2018,9,"Female","All_races",1033,40
2019,9,"Female","All_races",1088,40
2020,9,"Female","All_races",1398,40
2010,10,"Female","All_races",1028,40
2011,10,"Female","All_races",1044,40
2012,10,"Female","All_races",1032,40
2013,10,"Female","All_races",977,40
2014,10,"Female","All_races",1028,40
2015,10,"Female","All_races",1069,40
2016,10,"Female","All_races",1102,40
2017,10,"Female","All_races",1064,40
2018,10,"Female","All_races",1054,40
2019,10,"Female","All_races",1166,40
2020,10,"Female","All_races",1282,40
2010,11,"Female","All_races",956,40
2011,11,"Female","All_races",1043,40
2012,11,"Female","All_races",1031,40
2013,11,"Female","All_races",957,40
2014,11,"Female","All_races",963,40
2015,11,"Female","All_races",997,40
2016,11,"Female","All_races",1020,40
2017,11,"Female","All_races",1026,40
2018,11,"Female","All_races",1054,40
2019,11,"Female","All_races",1078,40
2020,11,"Female","All_races",1229,40
2010,12,"Female","All_races",1059,40
2011,12,"Female","All_races",1026,40
2012,12,"Female","All_races",1091,40
2013,12,"Female","All_races",1000,40
2014,12,"Female","All_races",1061,40
2015,12,"Female","All_races",1064,40
2016,12,"Female","All_races",1091,40
2017,12,"Female","All_races",1093,40
2018,12,"Female","All_races",1091,40
2019,12,"Female","All_races",1155,40
2020,12,"Female","All_races",1482,40
2011,1,"Female","All_races",1587,45
2012,1,"Female","All_races",1472,45
2013,1,"Female","All_races",1527,45
2014,1,"Female","All_races",1512,45
2015,1,"Female","All_races",1480,45
2016,1,"Female","All_races",1552,45
2017,1,"Female","All_races",1490,45
2018,1,"Female","All_races",1498,45
2019,1,"Female","All_races",1408,45
2020,1,"Female","All_races",1472,45
2011,2,"Female","All_races",1280,45
2012,2,"Female","All_races",1413,45
2013,2,"Female","All_races",1376,45
2014,2,"Female","All_races",1353,45
2015,2,"Female","All_races",1287,45
2016,2,"Female","All_races",1439,45
2017,2,"Female","All_races",1365,45
2018,2,"Female","All_races",1299,45
2019,2,"Female","All_races",1305,45
2020,2,"Female","All_races",1417,45
2011,3,"Female","All_races",1499,45
2012,3,"Female","All_races",1443,45
2013,3,"Female","All_races",1523,45
2014,3,"Female","All_races",1426,45
2015,3,"Female","All_races",1503,45
2016,3,"Female","All_races",1614,45
2017,3,"Female","All_races",1440,45
2018,3,"Female","All_races",1411,45
2019,3,"Female","All_races",1461,45
2020,3,"Female","All_races",1559,45
2011,4,"Female","All_races",1412,45
2012,4,"Female","All_races",1398,45
2013,4,"Female","All_races",1528,45
2014,4,"Female","All_races",1406,45
2015,4,"Female","All_races",1433,45
2016,4,"Female","All_races",1609,45
2017,4,"Female","All_races",1338,45
2018,4,"Female","All_races",1446,45
2019,4,"Female","All_races",1491,45
2020,4,"Female","All_races",1698,45
2011,5,"Female","All_races",1463,45
2012,5,"Female","All_races",1495,45
2013,5,"Female","All_races",1650,45
2014,5,"Female","All_races",1516,45
2015,5,"Female","All_races",1581,45
2016,5,"Female","All_races",1613,45
2017,5,"Female","All_races",1522,45
2018,5,"Female","All_races",1522,45
2019,5,"Female","All_races",1549,45
2020,5,"Female","All_races",2034,45
2011,6,"Female","All_races",1516,45
2012,6,"Female","All_races",1553,45
2013,6,"Female","All_races",1531,45
2014,6,"Female","All_races",1441,45
2015,6,"Female","All_races",1391,45
2016,6,"Female","All_races",1579,45
2017,6,"Female","All_races",1440,45
2018,6,"Female","All_races",1500,45
2019,6,"Female","All_races",1522,45
2020,6,"Female","All_races",1875,45
2011,7,"Female","All_races",1553,45
2012,7,"Female","All_races",1603,45
2013,7,"Female","All_races",1585,45
2014,7,"Female","All_races",1449,45
2015,7,"Female","All_races",1484,45
2016,7,"Female","All_races",1555,45
2017,7,"Female","All_races",1556,45
2018,7,"Female","All_races",1505,45
2019,7,"Female","All_races",1509,45
2020,7,"Female","All_races",1916,45
2010,8,"Female","All_races",1510,45
2011,8,"Female","All_races",1473,45
2012,8,"Female","All_races",1438,45
2013,8,"Female","All_races",1512,45
2014,8,"Female","All_races",1498,45
2015,8,"Female","All_races",1446,45
2016,8,"Female","All_races",1542,45
2017,8,"Female","All_races",1471,45
2018,8,"Female","All_races",1407,45
2019,8,"Female","All_races",1499,45
2020,8,"Female","All_races",1810,45
2010,9,"Female","All_races",1478,45
2011,9,"Female","All_races",1500,45
2012,9,"Female","All_races",1448,45
2013,9,"Female","All_races",1403,45
2014,9,"Female","All_races",1412,45
2015,9,"Female","All_races",1380,45
2016,9,"Female","All_races",1294,45
2017,9,"Female","All_races",1445,45
2018,9,"Female","All_races",1448,45
2019,9,"Female","All_races",1455,45
2020,9,"Female","All_races",1744,45
2010,10,"Female","All_races",1474,45
2011,10,"Female","All_races",1489,45
2012,10,"Female","All_races",1534,45
2013,10,"Female","All_races",1430,45
2014,10,"Female","All_races",1498,45
2015,10,"Female","All_races",1417,45
2016,10,"Female","All_races",1387,45
2017,10,"Female","All_races",1461,45
2018,10,"Female","All_races",1449,45
2019,10,"Female","All_races",1419,45
2020,10,"Female","All_races",1682,45
2010,11,"Female","All_races",1371,45
2011,11,"Female","All_races",1391,45
2012,11,"Female","All_races",1421,45
2013,11,"Female","All_races",1396,45
2014,11,"Female","All_races",1378,45
2015,11,"Female","All_races",1453,45
2016,11,"Female","All_races",1387,45
2017,11,"Female","All_races",1332,45
2018,11,"Female","All_races",1410,45
2019,11,"Female","All_races",1342,45
